TextCluster_cluster_,TextCluster_SVD1,TextCluster_SVD2,TextCluster_SVD3,TextCluster_SVD4,TextCluster_SVD5,TextCluster_SVD6,TextCluster_SVD7,TextCluster_SVD8,TextCluster_SVD9,TextCluster_SVD10,TextTopic_1,TextTopic_2,TextTopic_3,TextTopic_4,TextTopic_5,TextTopic_6,TextTopic_7,TextTopic_8,TextTopic_9,TextTopic_10
$10,0.628984824,-0.184700024,0.254345311,0.280315816,-0.023423228,0.166438731,-0.084629901,-0.132246965,0.184563482,-0.005673454,1,0,0,0,0,0,0,0,0,0
$19,0.484665286,-0.149278663,0.277552871,-0.245959717,0.385757055,-0.083205598,0.136363167,-0.042402247,-0.02255362,-0.092623034,0,0,0,0,0,0,0,0,0,1
$8,0.736129577,0.058769208,0.318508609,0.200177833,0.077485364,-0.153765196,-0.058156148,-0.00813063,0.137901816,0.185269546,0,0,0,0,0,0,0,0,0,0
$12,0.710307456,-0.213900276,0.322524378,-0.019790416,0.025332524,0.028498122,-0.022483871,-0.023585134,-0.048734873,-0.11752442,0,0,0,0,0,0,0,0,0,0
$9,0.515860917,-0.119732553,0.309207262,-0.149009479,0.485153137,-0.208840311,0.16497605,-0.004890873,-0.052511077,-0.035421486,0,0,0,0,0,0,0,0,0,0
$18,0.541520215,-0.107916481,0.278870454,-0.108236308,0.39751133,-0.138303411,0.058305602,-0.010053386,0.065660881,-0.044850485,0,1,0,0,0,0,0,0,0,1
$18,0.64479389,-0.106337279,0.327770959,-0.060881851,0.340483881,-0.047881195,0.056220678,-0.038837129,-0.049980303,-0.031752723,0,0,0,0,0,0,0,0,0,0
$10,0.562579801,-0.194627926,0.22223893,0.13388622,-0.04784698,0.146444792,-0.310479153,-0.189639111,0.059981167,-0.233199803,1,0,0,0,0,0,0,0,0,0
$8,0.684526814,-0.153087811,0.245814734,0.303222289,0.088349767,0.151593005,-0.165507265,0.112674811,-0.043014973,0.003857944,0,0,1,0,0,0,0,0,0,0
$8,0.726436901,-0.149031751,0.232625283,0.163700384,0.083018435,0.127473801,-0.119135802,0.132056021,-0.117401032,0.075870774,0,0,0,0,0,0,0,0,0,0
$12,0.664705823,-0.222054855,0.22920449,-0.037506016,-0.006618001,0.218852534,-0.179312923,0.030316637,-0.079888325,0.010765725,0,0,1,0,0,0,0,0,0,0
$23,0.514343462,-0.050559822,0.098195238,0.025949799,0.085877138,-0.114980273,0.026244209,-0.034434204,-0.051690592,0.058788484,0,0,0,0,0,0,1,0,0,0
$12,0.541226444,-0.194091824,0.245999638,0.048333157,-0.03467099,0.205606223,-0.118353057,0.065123124,-0.247421929,0.017341802,0,0,1,0,0,0,0,0,0,0
$16,0.592549609,-0.127486752,0.164558734,-0.040219391,0.188141516,-0.030684235,0.096844227,0.03257621,-0.101682454,0.029502755,0,0,0,0,0,0,0,0,0,0
$8,0.558490615,-0.196402455,0.194588083,0.126750261,0.07020376,0.175821215,-0.141956798,-0.105787356,-0.036484969,-0.091372633,1,0,0,0,0,0,0,0,1,0
$23,0.677428593,-0.156104073,0.289718396,0.171489192,-0.033602006,-0.112622339,0.073228717,-0.054034916,0.049496384,0.129557684,0,0,0,1,0,0,0,0,0,0
$12,0.750748143,-0.15291202,0.243662209,0.174089303,0.059027576,0.17035848,-0.136247721,0.089594803,-0.133827895,-0.048662082,0,0,0,0,0,0,0,0,0,0
$10,0.667897132,-0.160184038,0.294347702,0.237611792,-0.035601937,0.214482633,-0.17336391,0.004724688,0.040929658,0.073223524,0,0,0,0,0,0,0,0,0,0
$10,0.693330965,-0.129153715,0.248921872,0.242423149,-0.049403192,0.111425734,-0.158870422,0.101419765,0.070106114,0.104043282,0,0,0,0,0,0,0,0,0,0
$23,0.458197456,-0.077715342,0.209599416,0.097608921,-0.10117918,-0.131988746,0.057258481,-0.033595343,0.037517887,0.13699014,0,0,0,1,0,0,0,0,0,0
$10,0.612106195,-0.196047936,0.320366786,0.290390376,-0.053188771,0.275064672,-0.274593217,-0.113319026,0.055162952,-0.049815007,1,0,0,0,0,0,0,0,0,0
$19,0.545741255,-0.134791435,0.313234558,-0.180120769,0.347219532,-0.179492898,0.117192868,-0.019664162,0.000674441,-0.080414655,0,1,0,0,0,0,0,0,0,1
$10,0.68448774,-0.161474317,0.307634054,0.324511123,-0.074509307,0.132851505,-0.235447559,-0.038908843,-0.05842159,0.084632964,0,0,0,0,0,0,0,0,0,0
$10,0.394352071,-0.221187981,-0.063735186,0.076139701,0.064932255,0.083788592,-0.08390841,-0.101393821,-0.04153711,-0.145889792,1,0,0,0,0,1,0,0,0,0
$12,0.680127331,-0.06410206,0.191776283,-0.641976725,-0.195167217,0.11400578,-0.153714255,0.000480907,0.050779523,0.027450144,0,1,1,1,1,0,0,1,0,1
$15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$23,0.767301686,0.611616684,-0.180542308,0.030579744,0.004815203,0.03756001,0.013124272,-0.022836805,-0.00754392,-0.018484857,0,0,1,1,0,1,1,1,0,0
$10,0.675208546,-0.096453523,0.205085548,0.071312626,0.149265142,0.00829816,-0.042274419,-0.002023405,-0.194494119,-0.070747961,0,0,0,0,0,0,0,0,0,0
$23,0.452467942,0.060031862,0.085064254,-0.007379054,0.14442031,-0.01657145,-0.004713031,-0.093791143,-0.027046741,-0.01690632,0,0,0,0,0,0,0,0,0,0
$16,0.595339891,-0.170046431,0.185490599,0.118255418,-0.093445112,0.302034531,0.231640854,-0.001694282,-0.450479684,0.280762187,1,0,1,1,1,1,1,0,1,0
$19,0.534394403,-0.078925189,0.290138499,-0.117497578,0.315644482,-0.154230311,0.055376946,-0.024522804,0.018594878,-0.011160848,0,0,0,0,0,0,0,0,0,0
$9,0.460507404,-0.109557402,0.291125547,-0.108486156,0.440771686,-0.169189605,0.086744611,-0.009121412,0.017442818,-0.034814655,0,1,0,0,0,0,0,0,0,0
$9,0.540327371,0.274804614,0.019718358,0.043657349,0.178517091,0.029917465,-0.007328634,-0.002813868,-0.05931607,-0.012377205,0,0,0,0,0,0,0,0,0,0
$18,0.508166035,-0.16919597,0.144680172,0.275259256,-0.077686442,0.192326556,-0.198146485,-0.108879542,-0.050859377,0.021897161,1,0,1,1,0,0,0,1,1,0
$15,0.378624093,0.040140742,0.123614575,0.065996526,0.13490754,-0.089713588,-0.028128375,0.016221447,0.040148624,0.065490408,0,0,0,0,0,0,0,0,0,0
$23,0.452307187,-0.066041511,0.230651728,0.115876462,-0.026532471,-0.101031371,0.038450056,0.00551129,-0.044357817,0.071975266,0,0,0,1,0,0,0,0,0,0
$18,0.401399012,-0.074734355,0.166744699,-0.153338322,0.361173482,-0.088295675,0.062620205,0.013313391,0.010049933,-0.007790973,0,0,0,0,0,0,0,0,0,1
$16,0.554544816,-0.155189583,0.230664369,-0.088726941,-0.14108368,0.045148979,0.076633359,-0.021114817,-0.154430453,-0.02635214,0,0,1,0,0,0,0,0,0,0
$23,0.529163798,0.094960049,0.177856572,0.016201432,0.164203372,-0.157045413,0.008550754,-0.085689136,0.037292425,0.054186803,0,0,0,0,0,0,0,0,0,0
$19,0.662360957,0.015283206,0.26285108,0.003188582,0.210480872,-0.123112486,0.032646409,-0.120337768,-0.032145494,0.053328745,0,0,0,0,0,0,0,0,0,0
$10,0.604474374,-0.217833779,0.32465395,0.14255378,-0.007855733,0.145541631,0.033208901,-0.014604088,-0.26389366,0.017830965,0,0,1,0,0,0,0,0,1,0
$8,0.359311842,0.018105874,0.084955401,0.074879131,0.077750867,-0.067149894,3.97E-05,0.07884445,0.01503434,-0.012640344,0,0,0,0,0,0,1,0,0,0
$23,0.715495013,0.05650334,0.224157846,0.154821384,-0.012191571,-0.041991227,0.033317629,0.002018991,0.002270162,0.10228717,0,0,0,1,0,0,0,0,0,0
$10,0.423599732,-0.115941525,0.146464176,0.106984927,-0.04543089,0.098539892,-0.267955703,-0.18424221,-0.029409789,-0.178244423,1,0,0,0,0,0,0,1,0,0
$9,0.351942314,-0.062537154,0.140109724,-0.111206624,0.371444346,-0.106126991,0.093601457,0.00936761,-0.00744856,-0.036188643,0,1,0,0,0,0,0,0,0,0
$23,0.385234158,-0.079393819,0.108948313,0.003390587,0.070338594,-0.007384778,0.093708687,0.029114816,-0.220444223,0.061254353,0,0,0,0,0,0,0,0,0,0
$19,0.636879839,-0.038106056,0.262996859,0.064808556,0.281825805,-0.129857995,0.063390472,-0.007671542,0.029903459,0.151444157,0,0,0,0,0,0,1,0,0,0
$16,0.726699603,-0.154550486,0.315077541,0.230595756,0.019102412,0.207003978,-0.085650357,0.07066015,-0.092744468,0.087466611,0,0,1,0,0,0,0,0,0,0
$9,0.652425519,0.001076938,0.261150278,0.069221272,0.311986615,-0.156582277,0.019363508,0.102765029,-0.078925716,-0.020186782,0,0,0,0,0,0,0,0,0,0
$19,0.591202178,-0.000673057,0.22164181,-0.054791842,0.314792249,-0.128199503,-0.012630692,-0.030093093,0.103871197,0.088745141,0,0,0,0,0,0,0,0,0,0
$15,0.379060277,0.12199825,-0.010906356,-0.069023517,0.069376118,0.057375255,0.000776636,-0.001434874,-0.080171951,-0.03058849,0,0,0,0,0,0,0,0,0,0
$18,0.445481777,-0.069422095,0.20820341,-0.172777174,0.368610159,-0.152435103,0.081101559,-0.020633284,0.010089396,0.003726579,0,0,0,0,0,0,0,0,0,1
$12,0.763591612,-0.205634108,0.265943407,-0.083741113,0.083870732,0.017463893,-0.064746677,-0.004838912,-0.111386017,0.036005373,0,0,0,0,0,0,0,0,0,0
$8,0.650192633,-0.050368572,0.281545864,0.200468554,0.055493659,-0.168312308,-0.06797014,-0.102865141,0.133494936,0.077377922,0,0,0,1,0,0,0,0,0,0
$19,0.561758653,-0.064397993,0.331897949,-0.146923788,0.289381161,-0.133613298,-0.003775113,-0.086698449,0.060485564,0.059230408,0,0,0,0,0,0,1,0,0,1
$19,0.57651948,-0.141766523,0.313897034,-0.040781904,0.368666124,-0.18575403,0.08675609,-0.079080053,0.04446416,-0.026230071,0,0,0,0,0,0,0,0,0,0
$9,0.402338775,-0.073154957,0.160387729,-0.120578079,0.413112358,-0.140489237,0.049824129,-0.002876067,-0.022410452,-0.064879725,0,1,0,0,0,0,0,0,0,0
$12,0.464020106,-0.052045968,0.248419816,-0.050633483,0.435715708,-0.147455073,0.049081433,0.04168086,0.04061293,-0.042267971,0,1,0,0,0,0,0,0,0,0
$19,0.476047779,-0.057395263,0.193240623,-0.216590277,0.308475297,-0.116017316,0.031497153,0.023000202,0.042960185,-0.035174324,0,0,0,0,0,0,0,0,0,1
$19,0.464089806,-0.05692237,0.157617504,-0.089092054,0.192026336,-0.067013061,0.0013316,0.001100627,0.006944105,-0.049752054,0,0,0,0,0,0,0,0,0,1
$9,0.492269468,-0.097408162,0.301845086,-0.158517569,0.443049498,-0.190336008,0.095052803,-0.03640925,0.033551045,-0.082233867,0,1,0,0,0,0,0,0,0,0
$19,0.44018828,-0.13154544,0.251207772,-0.246694764,0.442861125,-0.156703482,0.101175894,-0.084255692,-0.008995113,-0.111993047,0,0,0,0,0,0,0,0,0,1
$12,0.574538347,-0.170215399,0.211337045,0.161449225,0.153819142,0.138494058,-0.131413003,0.052677479,-0.247847722,-0.076720306,0,0,1,0,0,0,0,0,1,0
$16,0.625027076,-0.19486556,0.17773905,0.098738417,-0.149144581,0.332069713,0.512097367,0.073749106,0.289095362,-0.182828508,1,0,1,1,0,1,0,1,1,0
$18,0.566756369,-0.20094289,0.365719781,0.249616981,-0.051204975,0.398836264,0.271773821,-0.028814181,-0.018993118,-0.014983305,0,0,0,0,0,0,0,0,1,0
$16,0.589365468,-0.090337394,0.273052662,0.038822257,-0.03955249,-0.083417506,0.05236898,0.003847961,-0.054045325,-0.015420934,0,0,0,1,0,0,0,0,0,0
$19,0.697953272,-0.090068299,0.205283929,-0.057487965,0.471490646,-0.176606033,0.084624726,0.010696458,-0.007943194,-0.00817085,0,0,0,0,0,0,1,0,0,0
$19,0.629340168,-0.034439591,0.133205197,-0.156114067,0.386584259,-0.089347047,0.038856749,0.010279403,-0.01659622,-0.016688168,0,0,0,0,0,0,0,0,0,0
$9,0.445654372,-0.049674355,0.222271783,-0.12332485,0.487425226,-0.194218177,0.065621348,0.009839534,-0.010626594,-0.073277681,0,1,0,0,0,0,0,0,0,0
$19,0.563609805,-0.078024156,0.223086254,-0.109905293,0.424544297,-0.149250261,0.107322903,0.001302494,0.011783922,0.042874553,0,0,0,0,0,0,0,0,0,1
$10,0.614903821,-0.164048592,0.330609593,0.276651316,-0.03130987,0.170734701,-0.149617437,-0.043004277,0.11742537,0.105657162,1,0,0,0,0,0,0,0,1,0
$10,0.631729905,-0.18947408,0.276564148,0.268173065,-0.062366034,0.169308373,-0.126509382,-0.104935153,0.011289721,0.064850491,1,0,0,0,0,0,0,0,1,0
$19,0.508506215,-0.085068013,0.255692486,-0.036308828,0.148555573,-0.082290863,0.050872254,-0.048144357,0.020327318,-0.055338429,0,0,0,0,0,0,0,0,0,0
$23,0.241347671,-0.070886687,0.09300672,-0.008886223,0.084268278,0.100305422,0.021433782,-0.033310863,-0.24443173,-0.027905707,0,0,0,0,1,0,0,0,0,0
$23,0.241347671,-0.070886687,0.09300672,-0.008886223,0.084268278,0.100305422,0.021433782,-0.033310863,-0.24443173,-0.027905707,0,0,0,0,1,0,0,0,0,0
$23,0.240939152,-0.070893639,0.09315874,-0.008774754,0.084499882,0.100465786,0.02126599,-0.033484295,-0.245164916,-0.028284451,0,0,0,0,1,0,0,0,0,0
$18,0.335415511,-0.142917,0.187377086,0.119458625,-0.03325876,0.183442286,-0.007204127,-0.081212288,-0.173937499,-0.043541389,0,0,0,0,0,0,0,0,1,0
$18,0.335415511,-0.142917,0.187377086,0.119458625,-0.03325876,0.183442286,-0.007204127,-0.081212288,-0.173937499,-0.043541389,0,0,0,0,0,0,0,0,1,0
$8,0.48510467,0.005532688,0.189582864,-0.080372196,-0.033907973,0.160707993,-0.144050002,-0.090194605,0.22688982,0.27328729,0,0,0,0,0,0,0,0,0,0
$8,0.48510467,0.005532688,0.189582864,-0.080372196,-0.033907973,0.160707993,-0.144050002,-0.090194605,0.22688982,0.27328729,0,0,0,0,0,0,0,0,0,0
$19,0.534242736,-0.135916064,0.354229324,-0.086357423,0.520047575,-0.182129293,0.072900092,-0.045145827,0.054136863,-0.010112886,0,0,0,0,0,0,0,0,0,0
$9,0.387359349,-0.069660399,0.156637183,-0.114207485,0.254101585,-0.08103396,0.139123134,-0.015783424,0.001248266,-0.018185166,0,1,0,0,0,0,1,0,0,1
$19,0.642446032,-0.080109441,0.355946673,-0.167212871,0.480054398,-0.138682459,0.09443049,0.062293065,-0.002188118,0.015212819,0,0,0,0,0,0,0,0,0,0
$9,0.531895606,-0.048760388,0.274004491,-0.121326412,0.469148861,-0.195736797,0.069792486,-0.01555201,0.003870997,-0.05592102,0,1,0,0,0,0,0,0,0,0
$19,0.61457705,-0.129226901,0.170129942,0.000844035,0.32321069,-0.066152892,-0.038255727,0.047080835,-0.004914404,0.007044119,0,0,0,0,0,0,0,0,0,0
$10,0.344592935,-0.057790363,0.176588008,-0.142170406,0.194917089,-0.071710249,0.047792103,-0.049827471,-0.026121372,-0.072912978,0,0,0,0,0,0,0,0,0,1
$19,0.324091912,-0.07192767,0.153202493,-0.134290385,0.233401765,-0.047276192,0.043871098,-0.017791402,-0.010850417,-0.091095358,0,0,0,0,0,0,0,0,0,1
$19,0.46515988,-0.0964231,0.247326955,-0.175515678,0.366280781,-0.098933805,0.053155591,-0.007393955,0.039569077,-0.009057524,0,0,0,0,0,0,0,0,0,1
$15,0.38749491,-0.015487153,0.070405002,-0.06420795,0.249220517,-0.06879036,0.047481157,-0.004085964,-0.036742189,0.029223951,0,0,0,0,0,0,1,0,0,0
$9,0.691169122,-0.094118353,0.217711776,0.11124034,0.265159183,-0.11066914,0.009023391,-0.001041043,-0.066426079,0.091449261,0,0,0,0,0,0,1,0,0,0
