"","PC1","PC2"
"0",-0.103714412014887,-0.0227154987604104
"1",-0.0195359963580108,-0.0562001977421082
"2",-0.084609392562704,0.102751844144537
"3",-0.17954682381762,-0.0215922508113985
"4",-0.0159258762100298,-0.180372566242608
"5",-0.0526032426926792,0.0330923491604492
"6",0.315575246873101,0.108292396916733
"7",-0.14232828793112,0.226270625863267
"8",-0.085232903017059,-0.0151477954684591
"9",-0.120310671439981,0.15953259258304
"10",-0.120310671439981,0.15953259258304
"11",-0.0472370760391603,-0.126871381215852
"12",-0.110562122520622,0.124603286048052
"13",0.0285002451055121,0.162384411305309
"14",0.0508183842935452,0.102161315341211
"15",0.077949443546887,-0.119180457177689
"16",0.095399791697966,-0.142622991979729
"17",0.179761203790543,-0.216226372668913
"18",-0.0445995427838347,-0.175402156127282
"19",-0.0639844883124683,0.102563864099465
"20",-0.0639844883124683,0.102563864099465
"21",-0.0729488969146633,0.0791614274184235
"22",0.0707464851023247,-0.14119660388435
"23",0.0707464851023247,-0.14119660388435
"24",-0.218745896401913,-0.117384855630746
"25",0.0707464851023247,-0.14119660388435
"26",0.0707464851023247,-0.14119660388435
"27",-0.00111450980927657,0.0777982209664347
"28",-0.00111450980927657,0.0777982209664347
"29",-0.00111450980927657,0.0777982209664347
"30",-0.00111450980927657,0.0777982209664347
"31",-0.00111450980927657,0.0777982209664347
"32",-0.00111450980927657,0.0777982209664347
"33",-0.00111450980927657,0.0777982209664347
"34",-0.150935516585466,0.0768647498634457
"35",-0.0391297312482653,0.0722144036783587
"36",-0.0196826667842984,-0.186510134909553
"37",-0.0196826667842984,-0.186510134909553
"38",-0.0296739054920413,-0.0799845517902103
"39",0.00102669255149,-0.167722685825076
"40",0.229660784822285,-0.336314347924566
"41",-0.143771441622287,0.249878814612102
"42",-0.103364758357864,0.213003672438453
"43",0.185654404580129,-0.14352106400441
"44",-0.145896786038181,-0.0427833168455634
"45",-0.14365645376767,-0.0977688339827825
"46",0.0144926241789807,-0.228240642988573
"47",-0.0320239243404143,0.0941016221094909
"48",-0.0804661801106826,0.0478786585453265
"49",-0.0746015718970854,0.045624764978837
"50",-0.0662230129967202,-0.0543381455854047
"51",-0.0662230129967202,-0.0543381455854047
"52",-0.101806759965095,-0.0933632160753283
"53",-0.0393970838191407,-0.0195848747167567
"54",-0.0393970838191407,-0.0195848747167567
"55",0.0201026310183324,0.0242608817194475
"56",-0.0393970838191407,-0.0195848747167567
"57",-0.139337071459173,0.0879117107489212
"58",-0.00605077636659865,0.229795621608174
"59",0.336238691304322,0.0619117743659356
"60",0.336238691304322,0.0619117743659356
"61",0.336238691304322,0.0619117743659356
"62",0.322479346057602,0.0998619912442038
"63",-0.161906789053106,0.0948415544022692
"64",-0.0364043485674577,0.147424346831756
"65",-0.190337050741109,-0.182061603417499
"66",-0.190337050741109,-0.182061603417499
"67",0.16973108110019,-0.187567145861793
"68",0.0342675490247159,-0.0264850332847794
"69",0.0740912003071964,-0.109893860693231
"70",0.355606174984478,0.114734313887907
"71",-0.102074757126815,-0.0932883835240146
"72",-0.0492067606691538,0.144766519409329
"73",-0.0492067606691538,0.144766519409329
"74",-0.0492067606691538,0.144766519409329
"75",-0.048308359082166,-0.162843033710125
"76",-0.161275303353581,-0.155371653269229
"77",0.17468287420572,-0.00148930778380905
"78",0.0722494025475184,-0.124691253152696
"79",0.0281311056312493,-0.104927289295799
"80",0.25986791705626,-0.0323078115333719
"81",-0.0632623226994607,0.18555170937446
"82",-0.0134834304141185,-0.116555250537223
"83",-0.139337071459173,0.0879117107489212
"84",-0.0565576099382364,-0.115490333557937
"85",0.0740912003071964,-0.109893860693231
"86",0.346690764650864,0.099802630129486
"87",0.01062644752618,-0.0304054372583993
"88",-0.150935516585466,0.0768647498634457
"89",0.336238691304322,0.0619117743659356
"90",0.336238691304322,0.0619117743659356
"91",0.336238691304322,0.0619117743659356
"92",0.336238691304322,0.0619117743659356
"93",-0.256537216056054,0.504430335545396
"94",-0.140554249589676,0.0278323665077134
"95",-0.140554249589676,0.0278323665077134
"96",0.0949042309840194,-0.0118672162772519
"97",-0.104566637440641,0.0181137608784604
"98",-0.0712447939083323,0.0991692107214116
"99",-0.0565576099382364,-0.115490333557937
"100",-0.118042359229136,-0.165074145379235
